id,text,difficulty,expected_intents,expected_domain,keyword_intents,keyword_domain,keyword_start_date,keyword_end_date,llm_intents,llm_domain,llm_start_date,llm_end_date,reconciled_intents,reconciled_domain,reconciled_start_date,reconciled_end_date,final_intents,final_domain,final_start_date,final_end_date,selected_step,final_primary_ok,final_full_ok,final_intent_recall,final_intent_precision,final_intent_f1,keyword_primary_ok,llm_primary_ok,reconciled_primary_ok
201,我是减脂期，今天练背日，请根据我过往一个月背部训练记录和当前最新体重体脂，安排今天的训练动作、组次和注意事项，并告诉我练后蛋白该怎么吃。,complex,trend_analysis,fitness,manual_entry,body,2026-08-23,2026-08-23,data_query|trend_analysis|web_search,fitness,2026-07-24,2026-08-23,data_query|trend_analysis|web_search,fitness,2026-07-24,2026-08-23,data_query|trend_analysis|web_search,fitness,2026-07-24,2026-08-23,llm_reconciled,False,False,1.0,0.3333333333333333,0.5,False,False,False
202,先把昨天和今天的训记数据同步下来，再生成这两天的综合健康日报，并在日报里插入近7天体重和体脂的双折线图。,complex,sync_trigger|report_trigger|chart_trigger,body,report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
203,以2025年9月1日作为起点，帮我记录初始体重130公斤、体脂37%，目标是在年底前减到85公斤，然后结合从起点到今天所有身体数据和饮食记录，评价我的减肥进度并指出下一步重点。,complex,manual_entry|goal_setting|trend_analysis,body,manual_entry|goal_setting|trend_analysis,body,2025-09-01,2026-08-23,,,,,,,,,manual_entry|goal_setting|trend_analysis,body,2025-09-01,2026-08-23,keyword_fallback,True,True,1.0,1.0,1.0,True,,
204,请联网检索减脂期每日蛋白质摄入建议，再对照我昨天、前天和大前天的饮食记录，判断蛋白是否不足，并给出接下来三天食堂可执行的高蛋白食谱。,complex,web_search|data_query|trend_analysis,nutrition,web_search,nutrition,,,web_search|data_query|trend_analysis,nutrition,2026-08-20,2026-08-22,web_search|data_query|trend_analysis,nutrition,2026-08-20,2026-08-22,web_search|data_query|trend_analysis,nutrition,2026-08-20,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
205,取消今天原本安排的腿部训练，改成主动恢复；同时分析近两周训练频率和体重变化，告诉我是不是练得太多导致恢复不足。,complex,plan_adjust|trend_analysis,fitness,trend_analysis,body,2026-08-23,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
206,设置每天早上6点半自动同步训记、7点生成日报；另外把现有定时同步任务列出来，如果有重复的就帮我停用。,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
207,生成8月15日到8月23日的周期健康报告，要求包含每日体重体脂明细、日均热量蛋白、训练次数汇总，并在报告里附上体重趋势折线图。,complex,report_trigger|chart_trigger,body,schedule_manage,,,,report_trigger|chart_trigger,body,2026-08-15,2026-08-23,report_trigger|chart_trigger,body,2026-08-15,2026-08-23,report_trigger|chart_trigger,body,2026-08-15,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
208,记录今天午餐：鸡胸肉200g、米饭150g、西兰花100g，然后查询今天总热量和蛋白是否达标，并结合我近7天饮食趋势判断减脂节奏是否合适。,complex,manual_entry|data_query|trend_analysis,nutrition,manual_entry,nutrition,,,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
209,搜一下硬拉圆背怎么纠正，再结合我最近一次硬拉训练记录里的重量和组次，判断我是否该降重量练技术。,complex,web_search|data_query|trend_analysis,fitness,web_search,fitness,,,web_search|data_query|trend_analysis,fitness,,,web_search|data_query|trend_analysis,fitness,,,web_search|data_query|trend_analysis,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
210,帮我写一份为期四周的背部增肌训练计划文档，要求参考我近30天背部相关训练历史、当前卧拉划船重量水平，并考虑我每周只能练四次。,complex,trend_analysis,fitness,trend_analysis,fitness,,,,,,,,,,,trend_analysis,fitness,,,keyword_fallback,True,True,1.0,1.0,1.0,True,,
211,同步最近7天训记数据，生成昨天日报，并附体重折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
212,记录体重72.5kg、体脂18.2%，设定目标70kg，再分析近7天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-08-17,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-17,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-17,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
213,查昨天训练明细，联网搜HIIT频率，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,fitness,,,data_query|web_search|trend_analysis,fitness,2026-08-22,2026-08-22,data_query|web_search|trend_analysis,fitness,2026-08-22,2026-08-22,data_query|web_search|trend_analysis,fitness,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
214,生成近7天体重变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,body,,,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
215,每天早上7点自动同步并7点生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
216,取消昨天训练改休息，同时分析近7天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
217,录入午餐：鸡胸肉200g，查询今日蛋白摄入并分析近7天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
218,先同步最近7天，再基于新数据分析体重体脂并生成昨天报告,complex,sync_trigger|trend_analysis|report_trigger,,trend_analysis,body,2026-08-17,2026-08-23,sync_trigger|trend_analysis|report_trigger,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,False,False,0.3333333333333333,1.0,0.5,False,True,False
219,结合历史背部训练记录，安排今天背部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
220,搜HIIT频率科学依据，对照我昨天饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,data_query,nutrition,,,web_search|data_query|trend_analysis,fitness,2026-08-22,2026-08-22,web_search|data_query|trend_analysis,fitness,2026-08-22,2026-08-22,web_search|data_query|trend_analysis,fitness,2026-08-22,2026-08-22,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,False,True,True
221,同步昨天和今天训记数据，生成8月22日日报，并附体脂折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
222,记录体重71.8kg、体脂17.5%，设定目标85kg，再分析近30天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-07-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
223,查前天训练明细，联网搜蛋白摄入，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,nutrition,,,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
224,生成近30天体脂变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,body,,,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
225,每天21点自动同步并8点生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
226,取消前天训练改休息，同时分析近30天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-07-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-07-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-07-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
227,录入晚餐：牛肉饭1份，查询今日热量摄入并分析近30天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-07-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-07-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-07-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
228,先同步昨天和今天，再基于新数据分析饮食摄入并生成8月22日报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,nutrition,2026-08-22,2026-08-23,sync_trigger|trend_analysis|report_trigger,nutrition,2026-08-22,2026-08-23,sync_trigger|trend_analysis|report_trigger,nutrition,2026-08-22,2026-08-23,sync_trigger|trend_analysis|report_trigger,nutrition,2026-08-22,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
229,结合历史腿部训练记录，安排今天腿部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
230,搜蛋白摄入科学依据，对照我前天饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,general,,,,web_search|data_query|trend_analysis,nutrition,2026-08-21,2026-08-21,web_search|data_query|trend_analysis,nutrition,2026-08-21,2026-08-21,web_search|data_query|trend_analysis,nutrition,2026-08-21,2026-08-21,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,False,True,True
231,同步8月20日到8月25日训记数据，生成8月20日到8月25日日报，并附热量折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
232,记录体重130kg、体脂37%，设定目标68kg，再分析近14天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-08-10,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-10,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-10,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
233,查8月21日训练明细，联网搜深蹲技术，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,fitness,,,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
234,生成近14天热量变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,nutrition,,,trend_analysis,nutrition,2026-08-10,2026-08-23,trend_analysis,nutrition,2026-08-10,2026-08-23,trend_analysis,nutrition,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
235,每周一7点自动同步并6点半生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
236,取消8月21日训练改休息，同时分析近14天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
237,录入早餐：燕麦80g，查询今日碳水摄入并分析近14天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-10,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-10,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-10,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
238,先同步8月20日到8月25日，再基于新数据分析训练恢复并生成8月20日到8月25日报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,fitness,2025-08-25,2026-08-20,sync_trigger|trend_analysis|report_trigger,fitness,2025-08-25,2026-08-20,sync_trigger|trend_analysis|report_trigger,fitness,2025-08-25,2026-08-20,sync_trigger|trend_analysis|report_trigger,fitness,2025-08-25,2026-08-20,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
239,结合历史胸部训练记录，安排今天胸部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis,fitness,2026-08-23,2026-08-23,trend_analysis,fitness,2026-08-23,2026-08-23,trend_analysis,fitness,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
240,搜深蹲技术科学依据，对照我8月21日饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,web_search,nutrition,,,web_search|data_query|trend_analysis,fitness,2026-08-21,2026-08-21,web_search|data_query|trend_analysis,fitness,2026-08-21,2026-08-21,web_search|data_query|trend_analysis,fitness,2026-08-21,2026-08-21,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,True,True,True
241,同步近14天训记数据，生成今天日报，并附训练量折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
242,记录体重105.9kg、体脂22%，设定目标75kg，再分析近60天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-06-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-06-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-06-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
243,查今天训练明细，联网搜减脂碳水，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,nutrition,,,data_query|web_search|trend_analysis,fitness,2026-08-23,2026-08-23,data_query|web_search|trend_analysis,fitness,2026-08-23,2026-08-23,data_query|web_search|trend_analysis,fitness,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
244,生成近60天训练量变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,fitness,,,trend_analysis,fitness,2026-06-25,2026-08-23,trend_analysis,fitness,2026-06-25,2026-08-23,trend_analysis,fitness,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
245,每天6点自动同步并7点半生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
246,取消今天训练改休息，同时分析近60天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-06-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-06-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-06-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
247,录入加餐：鸡蛋2个，查询今日脂肪摄入并分析近60天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-06-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-06-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-06-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
248,先同步近14天，再基于新数据分析力量进步并生成今天报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,,2026-08-10,2026-08-23,sync_trigger|trend_analysis|report_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|trend_analysis|report_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|trend_analysis|report_trigger,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
249,结合历史肩部训练记录，安排今天肩部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
250,搜减脂碳水科学依据，对照我今天饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,data_query,nutrition,,,web_search|data_query|trend_analysis,nutrition,2026-08-23,2026-08-23,web_search|data_query|trend_analysis,nutrition,2026-08-23,2026-08-23,web_search|data_query|trend_analysis,nutrition,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,False,True,True
251,同步今天训记数据，生成8.21日报，并附蛋白摄入折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,nutrition,2026-08-21,2026-08-23,sync_trigger|report_trigger|chart_trigger,nutrition,2026-08-21,2026-08-23,sync_trigger|report_trigger|chart_trigger,nutrition,2026-08-21,2026-08-23,sync_trigger|report_trigger|chart_trigger,nutrition,2026-08-21,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
252,记录体重68.5kg、体脂15%，设定目标65kg，再分析近21天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-08-03,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-03,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-03,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-03,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
253,查上周三训练明细，联网搜背部恢复，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,fitness,,,data_query|web_search|trend_analysis,fitness,2026-08-19,2026-08-19,data_query|web_search|trend_analysis,fitness,2026-08-19,2026-08-19,data_query|web_search|trend_analysis,fitness,2026-08-19,2026-08-19,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
254,生成近21天蛋白摄入变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,nutrition,,,trend_analysis,nutrition,2026-08-03,2026-08-23,trend_analysis,nutrition,2026-08-03,2026-08-23,trend_analysis,nutrition,2026-08-03,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
255,每晚22点自动同步并9点生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,,,,,,,,,schedule_manage,,,,keyword_fallback,True,True,1.0,1.0,1.0,True,,
256,取消上周三训练改休息，同时分析近21天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-08-03,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-03,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-03,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-03,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
257,录入午餐：三文鱼120g，查询今日蛋白摄入并分析近21天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-03,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-03,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-03,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-03,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
258,先同步今天，再基于新数据分析减脂节奏并生成8.21报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,,2026-08-21,2026-08-23,sync_trigger|trend_analysis|report_trigger,body,2026-08-21,2026-08-23,sync_trigger|trend_analysis|report_trigger,body,2026-08-21,2026-08-23,sync_trigger|trend_analysis|report_trigger,body,2026-08-21,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
259,结合历史手臂训练记录，安排今天手臂训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
260,搜背部恢复科学依据，对照我上周三饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,web_search,nutrition,,,web_search|data_query|trend_analysis,fitness,2026-08-19,2026-08-19,web_search|data_query|trend_analysis,fitness,2026-08-19,2026-08-19,web_search|data_query|trend_analysis,fitness,2026-08-19,2026-08-19,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,True,True,True
261,同步最近7天训记数据，生成昨天日报，并附体重折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
262,记录体重72.5kg、体脂18.2%，设定目标70kg，再分析近7天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-08-17,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-17,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-17,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
263,查昨天训练明细，联网搜HIIT频率，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,fitness,,,data_query|web_search|trend_analysis,fitness,2026-08-22,2026-08-22,data_query|web_search|trend_analysis,fitness,2026-08-22,2026-08-22,data_query|web_search|trend_analysis,fitness,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
264,生成近7天体重变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,body,,,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
265,每天早上7点自动同步并7点生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
266,取消昨天训练改休息，同时分析近7天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
267,录入午餐：鸡胸肉200g，查询今日蛋白摄入并分析近7天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
268,先同步最近7天，再基于新数据分析体重体脂并生成昨天报告,complex,sync_trigger|trend_analysis|report_trigger,,trend_analysis,body,2026-08-17,2026-08-23,sync_trigger|trend_analysis|report_trigger,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,False,False,0.3333333333333333,1.0,0.5,False,True,False
269,结合历史背部训练记录，安排今天背部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
